Parameter name,Repetitions,Time unit
geometric_cooling_scheme,10,millisecond
Instance size,Parameter,Time,Optimal solution,Best algorithm solution,Mean algorithm solution
100,0.2452,365.782,36230,54384,60547
100,0.2648,389.06,36230,52771,60702
100,0.2844,350.512,36230,55017,60599
100,0.304,349.27,36230,54127,58803
100,0.3236,353.218,36230,52906,58382
100,0.3432,351.462,36230,52889,57834
100,0.3628,342.135,36230,54198,59131
100,0.3824,349.727,36230,54108,58376
100,0.402,352.717,36230,53500,61130
100,0.4216,343.282,36230,54377,58871
100,0.4412,343.484,36230,52383,58367
100,0.4608,337.598,36230,54097,59389
100,0.4804,343.984,36230,51967,58034
100,0.5,343.385,36230,56608,59012
100,0.5196,337.349,36230,51411,55909
100,0.5392,337.298,36230,55503,57986
100,0.5588,343.485,36230,52909,58817
100,0.5784,341.936,36230,52228,57285
100,0.598,335.603,36230,55573,59162
100,0.6176,357.503,36230,56494,60938
100,0.6372,361.936,36230,51910,58644
100,0.6568,343.984,36230,52607,57595
100,0.6764,341.291,36230,53367,56180
100,0.696,335.952,36230,53809,57218
100,0.7156,336.151,36230,52201,56625
100,0.7352,344.34,36230,53316,56925
100,0.7548,340.142,36230,50455,56054
100,0.7744,344.481,36230,52579,56865
100,0.794,346.736,36230,52495,56933
100,0.8136,344.042,36230,48550,54965
100,0.8332,347.033,36230,50436,54172
100,0.8528,336.7,36230,52568,55920
100,0.8724,346.734,36230,50395,53735
100,0.892,344.439,36230,48977,54177
100,0.9116,343.983,36230,49574,53057
100,0.9312,347.234,36230,48685,51581
100,0.9508,348.571,36230,47655,52147
100,0.9704,345.381,36230,47090,49266
100,0.99,367.777,36230,43116,45800
